Investment,UK  P  308  Leads ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,IT  D  DS3 Orders (Private) ,IT  D  DS4 Orders (Private) ,DE  P  3008  Orders  ,IT  D  DS3 Orders ,DE  P  3008  Orders  ,IT  D  DS5 Leads ,UK  P  108  Leads ,IT  D  DS3 Orders ,UK  C  C4P+GC4P  Leads ,IT  D  DS4 Orders ,IT  D  DS4 Orders ,DE  D  DS5  Orders  ,DE  P  207208  Leads  ,UK  P  2008  Leads ,DE  D  DS3  Orders  ,DE  P  3008  Orders  ,DE  D  DS4  Leads  ,DE  D  DS5  Orders  ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,DE  D  Orders  ,UK  C  BRAND  Orders  ,UK  C  C1  Orders ,UK  P  2008  Orders ,DE  P  207208  Orders  ,DE  D  DS3  Orders  ,UK  P  2008  Leads ,DE  P  2008  Orders  ,DE  P  2008  Orders  ,DE  C  C1  Orders  ,IT  D  DS3 Orders ,DE  C  C4P GC4P  Orders  ,UK  D  DS5  Leads ,DE  P  2008  Orders  ,DE  D  DS4  Leads  ,UK  P  308  Leads ,DE  C  C1  Orders  ,DE  P  207208  Orders  ,UK  P  308  Orders ,UK  C  C4P+GC4P  Orders ,UK  P  208  Orders ,IT  D  DS4 Leads ,DE  P  308  Orders  ,DE  C  C1  Orders  ,UK  P  3008  Orders ,DE  P  308  Orders  ,DE  C  C1  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  108  Leads ,UK  P  2008  Leads ,UK  P  108  Orders ,IT  D  DS5 Leads ,UK  P  308  Leads ,UK  P  Brand  ,DE  D  DS3  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  2008  Orders ,UK  P  2008  Leads ,DE  P  Brand  ,DE  D  Orders  ,DE  C  C4P GC4P  Orders  ,DE  C  Orders  ,UK  P  208  Orders ,DE  D  DS4  Leads  ,UK  C  C4P+GC4P  Orders ,DE  P  308  Orders  ,UK  C  C1  Leads ,DE  P  308  Orders  ,UK  P  108  Leads ,UK  C  C1  Leads ,UK  C  C4P+GC4P  Leads ,UK  P  2008  Orders ,DE  D  Orders  ,UK  C  C4P+GC4P  Leads ,DE  P  2008  Orders  ,UK  P  208  Leads ,DE  C  C1  Leads  ,DE  P  207208  Orders  ,UK  P  3008  Orders ,DE  P  207208  Orders  ,DE  C  C4P GC4P  Leads  ,DE  C  Orders  ,UK  P  108  Orders ,UK  P  308  Orders ,DE  C  C1  Orders  ,DE  P  Brand  ,UK  C  C1  Orders ,UK  C  BRAND  Orders  ,UK  C  BRAND  Orders  ,UK  C  C4P+GC4P  Leads ,UK  C  BRAND  Orders  ,UK  P  3008  Orders ,DE  P  Brand  ,UK  P  Brand  ,DE  C  Orders  ,UK  C  C4P+GC4P  Orders ,DE  P  Brand  ,UK  C  BRAND  Orders  
3025000,,78.97361857,,123.9580109,123.9580109,,,,,,136.649271,167.7687292,177.8246346,,,,,,,,,,,,,,377.6247618,,,,,,,,,,,,,,,564.2416083,,684.1367826,,,,,,,,,,,,,1063.326157,,,,,,,,,1127.680151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6478.258422,,,,
3050000,,79.35005056,,124.4820861,124.4820861,,,,,,137.2270028,168.6382183,178.8048742,,,,,,,,,,,,,,379.7063786,,,,,,,,,,,,,,,566.6271339,,687.9080146,,,,,,,,,,,,,1068.394558,,,,,,,,,1132.447807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511.833068,,,,
3075000,,79.72335866,,125.0009466,125.0009466,,,,,,137.7989861,169.501519,179.7790064,,,,,,,,,,,,,,381.7750258,,,,,,,,,,,,,,,568.9889231,,691.65575,,,,,,,,,,,,,1073.420898,,,,,,,,,1137.168024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6545.168749,,,,
3100000,,80.09356878,,125.5146444,125.5146444,,,,,,138.365278,170.3586752,180.7470693,,,,,,,,,,,,,,383.8307843,,,,,,,,,,,,,,,571.3272121,,695.380135,,,,,,,,,,,,,1078.405526,,,,,,,,,1141.841274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6578.267167,,,,
3125000,,80.46070663,,126.0232307,126.0232307,,,,,,138.9259353,171.2097307,181.7091006,,,,,,,,,,,,,,385.8737344,,,,,,,,,,,,,,,573.6422347,,699.0813153,,,,,,,,,,,,,1083.348788,,,,,,,,,1146.468024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611.13001,,,,
3150000,,80.82479771,,126.5267566,126.5267566,,,,,,139.4810139,172.0547289,182.665138,,,,,,,,,,,,,,387.9039559,,,,,,,,,,,,,,,575.9342225,,702.7594353,,,,,,,,,,,,,1088.251027,,,,,,,,,1151.048737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6643.758954,,,,
3175000,,81.18586731,,127.0252723,127.0252723,,,,,,140.0305694,172.8937129,183.6152188,,,,,,,,,,,,,,389.9215281,,,,,,,,,,,,,,,578.2034046,,706.4146387,,,,,,,,,,,,,1093.112584,,,,,,,,,1155.583872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6676.155665,,,,
3200000,,81.5439405,,127.5188277,127.5188277,,,,,,140.5746568,173.7267255,184.5593801,,,,,,,,,,,,,,391.9265297,,,,,,,,,,,,,,,580.450008,,710.0470684,,,,,,,,,,,,,1097.933797,,,,,,,,,1160.073881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6708.321796,,,,
3225000,,81.89904214,,128.0074721,128.0074721,,,,,,141.1133303,174.5538092,185.4976588,,,,,,,,,,,,,,393.9190392,,,,,,,,,,,,,,,582.6742573,,713.6568662,,,,,,,,,,,,,1102.714999,,,,,,,,,1164.519214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6740.258987,,,,
3250000,,82.2511969,,128.4912545,128.4912545,,,,,,141.646644,175.3750062,186.4300915,,,,,,,,,,,,,,395.8991343,,,,,,,,,,,,,,,584.8763749,,717.2441731,,,,,,,,,,,,,1107.456524,,,,,,,,,1168.920315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6771.968868,,,,
3275000,,82.60042923,,128.9702231,128.9702231,,,,,,142.1746511,176.1903584,187.3567148,,,,,,,,,,,,,,397.8668925,,,,,,,,,,,,,,,587.0565811,,720.8091292,,,,,,,,,,,,,1112.1587,,,,,,,,,1173.277625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6803.453057,,,,
3300000,,82.94676338,,129.4444259,129.4444259,,,,,,142.6974045,176.9999074,188.2775646,,,,,,,,,,,,,,399.8223905,,,,,,,,,,,,,,,589.2150939,,724.3518739,,,,,,,,,,,,,1116.821854,,,,,,,,,1177.591578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6834.71316,,,,
3325000,,83.29022341,,129.9139103,129.9139103,,,,,,143.2149564,177.8036946,189.1926771,,,,,,,,,,,,,,401.7657047,,,,,,,,,,,,,,,591.3521292,,727.8725454,,,,,,,,,,,,,1121.44631,,,,,,,,,1181.862607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865.750772,,,,
3350000,,83.63083316,,130.3787232,130.3787232,,,,,,143.7273585,178.6017608,190.102088,,,,,,,,,,,,,,403.6969111,,,,,,,,,,,,,,,593.4679005,,731.3712814,,,,,,,,,,,,,1126.032389,,,,,,,,,1186.091138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896.567477,,,,
3375000,,83.96861629,,130.8389112,130.8389112,,,,,,144.2346622,179.3941469,191.0058328,,,,,,,,,,,,,,405.6160851,,,,,,,,,,,,,,,595.5626196,,734.8482184,,,,,,,,,,,,,1130.58041,,,,,,,,,1190.277595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6927.164847,,,,
3400000,,84.30359626,,131.2945203,131.2945203,,,,,,144.7369181,180.1808932,191.9039469,,,,,,,,,,,,,,407.5233017,,,,,,,,,,,,,,,597.6364959,,738.3034924,,,,,,,,,,,,,1135.090688,,,,,,,,,1194.422396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6957.544442,,,,
3425000,,84.63579633,,131.7455959,131.7455959,,,,,,145.2341765,180.96204,192.7964652,,,,,,,,,,,,,,409.4186353,,,,,,,,,,,,,,,599.6897368,,741.7372383,,,,,,,,,,,,,1139.563536,,,,,,,,,1198.525956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987.707814,,,,
3450000,,84.96523957,,132.1921833,132.1921833,,,,,,145.7264871,181.737627,193.6834226,,,,,,,,,,,,,,411.3021601,,,,,,,,,,,,,,,601.7225476,,745.1495902,,,,,,,,,,,,,1143.999266,,,,,,,,,1202.588684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7017.656501,,,,
3475000,,85.29194885,,132.6343271,132.6343271,,,,,,146.2138991,182.5076939,194.5648539,,,,,,,,,,,,,,413.1739495,,,,,,,,,,,,,,,603.7351316,,748.5406813,,,,,,,,,,,,,1148.398184,,,,,,,,,1206.610987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7047.392031,,,,
3500000,,85.61594687,,133.0720715,133.0720715,,,,,,146.6964613,183.2722798,195.4407934,,,,,,,,,,,,,,415.0340768,,,,,,,,,,,,,,,605.72769,,751.9106443,,,,,,,,,,,,,1152.760598,,,,,,,,,1210.593268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7076.915921,,,,
3525000,,85.93725612,,133.5054602,133.5054602,,,,,,147.1742219,184.0314239,196.3112754,,,,,,,,,,,,,,416.8826144,,,,,,,,,,,,,,,607.7004222,,755.2596107,,,,,,,,,,,,,1157.086809,,,,,,,,,1214.535925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7106.229677,,,,
3550000,,86.25589892,,133.9345366,133.9345366,,,,,,147.6472287,184.7851649,197.1763338,,,,,,,,,,,,,,418.7196348,,,,,,,,,,,,,,,609.6535253,,758.5877113,,,,,,,,,,,,,1161.377118,,,,,,,,,1218.439351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135.334796,,,,
3575000,,86.5718974,,134.3593437,134.3593437,,,,,,148.115529,185.5335412,198.0360024,,,,,,,,,,,,,,420.5452096,,,,,,,,,,,,,,,611.5871948,,761.8950761,,,,,,,,,,,,,1165.631823,,,,,,,,,1222.303938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7164.232761,,,,
3600000,,86.8852735,,134.7799238,134.7799238,,,,,,148.5791696,186.276591,198.8903149,,,,,,,,,,,,,,422.3594101,,,,,,,,,,,,,,,613.5016239,,765.1818344,,,,,,,,,,,,,1169.851219,,,,,,,,,1226.130072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7192.925048,,,,
3625000,,87.19604899,,135.1963192,135.1963192,,,,,,149.038197,187.0143522,199.7393046,,,,,,,,,,,,,,424.1623073,,,,,,,,,,,,,,,615.3970041,,768.4481145,,,,,,,,,,,,,1174.0356,,,,,,,,,1229.918135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7221.41312,,,,
3650000,,87.50424544,,135.6085713,135.6085713,,,,,,149.4926569,187.7468624,200.5830046,,,,,,,,,,,,,,425.9539714,,,,,,,,,,,,,,,617.273525,,771.694044,,,,,,,,,,,,,1178.185256,,,,,,,,,1233.668505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7249.698431,,,,
3675000,,87.80988425,,136.0167214,136.0167214,,,,,,149.9425949,188.4741591,201.421448,,,,,,,,,,,,,,427.7344726,,,,,,,,,,,,,,,619.1313742,,774.9197497,,,,,,,,,,,,,1182.300475,,,,,,,,,1237.38156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7277.782424,,,,
3700000,,88.11298666,,136.4208104,136.4208104,,,,,,150.3880559,189.1962793,202.2546674,,,,,,,,,,,,,,429.5038804,,,,,,,,,,,,,,,620.9707374,,778.1253577,,,,,,,,,,,,,1186.381543,,,,,,,,,1241.057668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7305.666532,,,,
3725000,,88.41357371,,136.8208786,136.8208786,,,,,,150.8290846,189.9132599,203.0826954,,,,,,,,,,,,,,431.2622638,,,,,,,,,,,,,,,622.7917987,,781.310993,,,,,,,,,,,,,1190.428744,,,,,,,,,1244.697199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7333.352177,,,,
3750000,,88.71166628,,137.2169661,137.2169661,,,,,,151.2657249,190.6251374,203.9055644,,,,,,,,,,,,,,433.0096916,,,,,,,,,,,,,,,624.5947402,,784.4767802,,,,,,,,,,,,,1194.442358,,,,,,,,,1248.300516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7360.840772,,,,
3775000,,89.00728507,,137.6091124,137.6091124,,,,,,151.6980206,191.3319482,204.7233066,,,,,,,,,,,,,,434.7462321,,,,,,,,,,,,,,,626.379742,,787.622843,,,,,,,,,,,,,1198.422664,,,,,,,,,1251.867979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7388.133719,,,,
3800000,,89.3004506,,137.9973568,137.9973568,,,,,,152.1260148,192.0337284,205.5359537,,,,,,,,,,,,,,436.471953,,,,,,,,,,,,,,,628.1469829,,790.7493042,,,,,,,,,,,,,1202.369939,,,,,,,,,1255.399945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7415.232412,,,,
3825000,,89.59118323,,138.3817382,138.3817382,,,,,,152.5497505,192.7305137,206.3435377,,,,,,,,,,,,,,438.1869218,,,,,,,,,,,,,,,629.8966393,,793.8562859,,,,,,,,,,,,,1206.284456,,,,,,,,,1258.896768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442.138232,,,,
3850000,,89.87950316,,138.7622948,138.7622948,,,,,,152.9692699,193.4223397,207.14609,,,,,,,,,,,,,,439.8912055,,,,,,,,,,,,,,,631.6288864,,796.9439096,,,,,,,,,,,,,1210.166489,,,,,,,,,1262.358797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7468.852552,,,,
3875000,,90.16543041,,139.1390649,139.1390649,,,,,,153.384615,194.1092416,207.943642,,,,,,,,,,,,,,441.5848706,,,,,,,,,,,,,,,633.3438974,,800.0122958,,,,,,,,,,,,,1214.016305,,,,,,,,,1265.786378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7495.376736,,,,
3900000,,90.44898483,,139.512086,139.512086,,,,,,153.7958273,194.7912547,208.7362248,,,,,,,,,,,,,,443.2679833,,,,,,,,,,,,,,,635.0418437,,803.0615644,,,,,,,,,,,,,1217.834173,,,,,,,,,1269.179854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7521.712136,,,,
3925000,,90.73018612,,139.8813955,139.8813955,,,,,,154.2029481,195.4684135,209.5238695,,,,,,,,,,,,,,444.9406094,,,,,,,,,,,,,,,636.7228951,,806.0918344,,,,,,,,,,,,,1221.620357,,,,,,,,,1272.539564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7547.860097,,,,
3950000,,91.0090538,,140.2470304,140.2470304,,,,,,154.6060179,196.1407528,210.3066067,,,,,,,,,,,,,,446.6028142,,,,,,,,,,,,,,,638.3872198,,809.1032244,,,,,,,,,,,,,1225.375121,,,,,,,,,1275.865845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7573.821951,,,,
3975000,,91.28560724,,140.6090271,140.6090271,,,,,,155.0050771,196.8083067,211.084467,,,,,,,,,,,,,,448.2546625,,,,,,,,,,,,,,,640.0349842,,812.0958519,,,,,,,,,,,,,1229.098725,,,,,,,,,1279.159028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7599.599025,,,,
4000000,,91.55986564,,140.9674218,140.9674218,,,,,,155.4001656,197.4711094,211.8574809,,,,,,,,,,,,,,449.8962191,,,,,,,,,,,,,,,641.6663531,,815.0698337,,,,,,,,,,,,,1232.791428,,,,,,,,,1282.419444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625.192633,,,,
4025000,,91.83184805,,141.3222505,141.3222505,,,,,,155.7913229,198.1291946,212.6256786,,,,,,,,,,,,,,451.5275478,,,,,,,,,,,,,,,643.2814896,,818.0252862,,,,,,,,,,,,,1236.453487,,,,,,,,,1285.647418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.60408,,,,
4050000,,92.10157336,,141.6735486,141.6735486,,,,,,156.1785881,198.782596,213.3890899,,,,,,,,,,,,,,453.1487126,,,,,,,,,,,,,,,644.8805552,,820.9623247,,,,,,,,,,,,,1240.085155,,,,,,,,,1288.843274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675.834664,,,,
4075000,,92.3690603,,142.0213512,142.0213512,,,,,,156.5619999,199.4313469,214.1477448,,,,,,,,,,,,,,454.7597767,,,,,,,,,,,,,,,646.4637098,,823.8810639,,,,,,,,,,,,,1243.686685,,,,,,,,,1292.00733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700.885672,,,,
4100000,,92.63432744,,142.3656931,142.3656931,,,,,,156.9415968,200.0754803,214.901673,,,,,,,,,,,,,,456.3608031,,,,,,,,,,,,,,,648.0311118,,826.7816179,,,,,,,,,,,,,1247.258327,,,,,,,,,1295.139903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7725.758381,,,,
4125000,,92.8973932,,142.7066087,142.7066087,,,,,,157.3174166,200.7150292,215.6509037,,,,,,,,,,,,,,457.9518542,,,,,,,,,,,,,,,649.5829179,,829.6641,,,,,,,,,,,,,1250.800329,,,,,,,,,1298.241306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7750.454061,,,,
4150000,,93.15827587,,143.0441322,143.0441322,,,,,,157.6894969,201.3500261,216.3954664,,,,,,,,,,,,,,459.5329923,,,,,,,,,,,,,,,651.1192832,,832.5286227,,,,,,,,,,,,,1254.312937,,,,,,,,,1301.31185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7774.973972,,,,
4175000,,93.41699354,,143.3782973,143.3782973,,,,,,158.057875,201.9805035,217.13539,,,,,,,,,,,,,,461.1042791,,,,,,,,,,,,,,,652.6403615,,835.375298,,,,,,,,,,,,,1257.796395,,,,,,,,,1304.351842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7799.319365,,,,
4200000,,93.67356419,,143.7091374,143.7091374,,,,,,158.4225877,202.6064936,217.8707036,,,,,,,,,,,,,,462.6657759,,,,,,,,,,,,,,,654.1463048,,838.2042371,,,,,,,,,,,,,1261.250944,,,,,,,,,1307.361585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7823.491482,,,,
4225000,,93.92800564,,144.0366855,144.0366855,,,,,,158.7836713,203.2280282,218.6014358,,,,,,,,,,,,,,464.2175439,,,,,,,,,,,,,,,655.6372637,,841.0155504,,,,,,,,,,,,,1264.676826,,,,,,,,,1310.341381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7847.491556,,,,
4250000,,94.18033555,,144.3609745,144.3609745,,,,,,159.1411622,203.8451391,219.3276151,,,,,,,,,,,,,,465.7596435,,,,,,,,,,,,,,,657.1133873,,843.8093478,,,,,,,,,,,,,1268.074277,,,,,,,,,1313.291527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7871.320811,,,,
4275000,,94.43057144,,144.6820368,144.6820368,,,,,,159.495096,204.4578578,220.04927,,,,,,,,,,,,,,467.2921351,,,,,,,,,,,,,,,658.5748232,,846.5857385,,,,,,,,,,,,,1271.443533,,,,,,,,,1316.212319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7894.980464,,,,
4300000,,94.67873071,,144.9999044,144.9999044,,,,,,159.845508,205.0662155,220.7664286,,,,,,,,,,,,,,468.8150784,,,,,,,,,,,,,,,660.0217176,,849.3448308,,,,,,,,,,,,,1274.784829,,,,,,,,,1319.104049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7918.471722,,,,
4325000,,94.92483057,,145.3146092,145.3146092,,,,,,160.1924334,205.6702433,221.479119,,,,,,,,,,,,,,470.3285331,,,,,,,,,,,,,,,661.4542152,,852.0867325,,,,,,,,,,,,,1278.098397,,,,,,,,,1321.967005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7941.795782,,,,
4350000,,95.16888812,,145.6261827,145.6261827,,,,,,160.5359069,206.2699719,222.1873689,,,,,,,,,,,,,,471.8325582,,,,,,,,,,,,,,,662.8724591,,854.8115509,,,,,,,,,,,,,1281.384466,,,,,,,,,1324.801474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7964.953836,,,,
4375000,,95.41092031,,145.9346559,145.9346559,,,,,,160.8759627,206.8654321,222.8912061,,,,,,,,,,,,,,473.3272124,,,,,,,,,,,,,,,664.2765913,,857.5193922,,,,,,,,,,,,,1284.643265,,,,,,,,,1327.60774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7987.947065,,,,
4400000,,95.65094395,,146.2400598,146.2400598,,,,,,161.2126349,207.4566541,223.590658,,,,,,,,,,,,,,474.8125541,,,,,,,,,,,,,,,665.6667522,,860.2103622,,,,,,,,,,,,,1287.87502,,,,,,,,,1330.386083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010.776641,,,,
4425000,,95.8889757,,146.5424248,146.5424248,,,,,,161.5459571,208.0436682,224.2857519,,,,,,,,,,,,,,476.2886415,,,,,,,,,,,,,,,667.0430807,,862.8845662,,,,,,,,,,,,,1291.079956,,,,,,,,,1333.136782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033.44373,,,,
4450000,,96.12503209,,146.8417813,146.8417813,,,,,,161.8759628,208.6265042,224.9765151,,,,,,,,,,,,,,477.755532,,,,,,,,,,,,,,,668.4057145,,865.5421085,,,,,,,,,,,,,1294.258295,,,,,,,,,1335.86011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8055.949489,,,,
4475000,,96.35912952,,147.1381592,147.1381592,,,,,,162.2026848,209.2051919,225.6629744,,,,,,,,,,,,,,479.2132831,,,,,,,,,,,,,,,669.7547899,,868.183093,,,,,,,,,,,,,1297.410258,,,,,,,,,1338.556341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8078.295064,,,,
4500000,,96.59128425,,147.431588,147.431588,,,,,,162.5261559,209.7797609,226.3451568,,,,,,,,,,,,,,480.6619516,,,,,,,,,,,,,,,671.0904418,,870.8076228,,,,,,,,,,,,,1300.536064,,,,,,,,,1341.225743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.481597,,,,
4525000,,96.82151239,,147.7220971,147.7220971,,,,,,162.8464084,210.3502405,227.0230888,,,,,,,,,,,,,,482.1015942,,,,,,,,,,,,,,,672.4128037,,873.4158004,,,,,,,,,,,,,1303.63593,,,,,,,,,1343.868585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8122.510219,,,,
4550000,,97.04982994,,148.0097157,148.0097157,,,,,,163.1634744,210.9166597,227.696797,,,,,,,,,,,,,,483.5322671,,,,,,,,,,,,,,,673.7220079,,876.0077278,,,,,,,,,,,,,1306.71007,,,,,,,,,1346.48513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144.382055,,,,
4575000,,97.27625274,,148.2944724,148.2944724,,,,,,163.4773855,211.4790475,228.3663076,,,,,,,,,,,,,,484.9540262,,,,,,,,,,,,,,,675.0181853,,878.5835061,,,,,,,,,,,,,1309.7587,,,,,,,,,1349.07564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8166.09822,,,,
4600000,,97.50079653,,148.5763957,148.5763957,,,,,,163.7881731,212.0374325,229.0316469,,,,,,,,,,,,,,486.366927,,,,,,,,,,,,,,,676.3014655,,881.143236,,,,,,,,,,,,,1312.782029,,,,,,,,,1351.640374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8187.659822,,,,
4625000,,97.72347689,,148.8555138,148.8555138,,,,,,164.0958683,212.5918433,229.6928407,,,,,,,,,,,,,,487.7710247,,,,,,,,,,,,,,,677.5719768,,883.6870175,,,,,,,,,,,,,1315.780269,,,,,,,,,1354.179588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8209.067961,,,,
4650000,,97.9443093,,149.1318546,149.1318546,,,,,,164.4005019,213.1423081,230.3499149,,,,,,,,,,,,,,489.1663742,,,,,,,,,,,,,,,678.8298464,,886.21495,,,,,,,,,,,,,1318.753628,,,,,,,,,1356.693537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230.32373,,,,
4675000,,98.16330908,,149.4054459,149.4054459,,,,,,164.7021044,213.6888551,231.0028953,,,,,,,,,,,,,,490.5530299,,,,,,,,,,,,,,,680.0751999,,888.7271321,,,,,,,,,,,,,1321.702311,,,,,,,,,1359.182472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251.428213,,,,
4700000,,98.38049145,,149.6763148,149.6763148,,,,,,165.0007058,214.231512,231.6518072,,,,,,,,,,,,,,491.931046,,,,,,,,,,,,,,,681.308162,,891.2236621,,,,,,,,,,,,,1324.626524,,,,,,,,,1361.646641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8272.382487,,,,
4725000,,98.59587148,,149.9444885,149.9444885,,,,,,165.2963362,214.7703066,232.2966761,,,,,,,,,,,,,,493.3004764,,,,,,,,,,,,,,,682.5288559,,893.7046374,,,,,,,,,,,,,1327.52647,,,,,,,,,1364.086292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293.18762,,,,
4750000,,98.80946414,,150.2099939,150.2099939,,,,,,165.5890249,215.3052664,232.9375271,,,,,,,,,,,,,,494.6613746,,,,,,,,,,,,,,,683.7374037,,896.170155,,,,,,,,,,,,,1330.40235,,,,,,,,,1366.501667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8313.844675,,,,
4775000,,99.02128425,,150.4728575,150.4728575,,,,,,165.8788014,215.8364187,233.5743853,,,,,,,,,,,,,,496.0137937,,,,,,,,,,,,,,,684.9339262,,898.6203111,,,,,,,,,,,,,1333.254364,,,,,,,,,1368.893009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8334.354706,,,,
4800000,,99.23134654,,150.7331055,150.7331055,,,,,,166.1656945,216.3637906,234.2072756,,,,,,,,,,,,,,497.3577865,,,,,,,,,,,,,,,686.1185432,,901.0552015,,,,,,,,,,,,,1336.08271,,,,,,,,,1371.260557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8354.718758,,,,
4825000,,99.43966557,,150.990764,150.990764,,,,,,166.449733,216.8874089,234.8362226,,,,,,,,,,,,,,498.6934055,,,,,,,,,,,,,,,687.291373,,903.4749213,,,,,,,,,,,,,1338.887585,,,,,,,,,1373.604547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8374.937871,,,,
4850000,,99.64625583,,151.2458588,151.2458588,,,,,,166.7309453,217.4073004,235.461251,,,,,,,,,,,,,,500.020703,,,,,,,,,,,,,,,688.4525329,,905.879565,,,,,,,,,,,,,1341.669182,,,,,,,,,1375.925215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8395.013076,,,,
4875000,,99.85113166,,151.4984153,151.4984153,,,,,,167.0093594,217.9234917,236.0823851,,,,,,,,,,,,,,501.3397307,,,,,,,,,,,,,,,689.6021391,,908.2692266,,,,,,,,,,,,,1344.427696,,,,,,,,,1378.222791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8414.945397,,,,
4900000,,100.0543073,,151.7484588,151.7484588,,,,,,167.2850033,218.436009,236.6996492,,,,,,,,,,,,,,502.6505402,,,,,,,,,,,,,,,690.7403066,,910.6439994,,,,,,,,,,,,,1347.163318,,,,,,,,,1380.497506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434.735853,,,,
